time,CH1
37:49.652,1549.927791
37:49.657,1549.926989
37:49.662,1549.927791
37:49.667,1549.926989
37:49.672,1549.926989
37:49.692,1549.925387
37:49.693,1549.926989
37:49.693,1549.926989
37:49.693,1549.926989
37:49.698,1549.926188
37:49.703,1549.926989
37:49.708,1549.926989
37:49.713,1549.926989
37:49.722,1549.925387
37:49.735,1549.926188
37:49.736,1549.926188
37:49.736,1549.928592
37:49.737,1549.927791
37:49.743,1549.926989
37:49.747,1549.926989
37:49.752,1549.926188
37:49.757,1549.926188
37:49.767,1549.926989
37:49.781,1549.926989
37:49.781,1549.926989
37:49.781,1549.926989
37:49.782,1549.925387
37:49.787,1549.926188
37:49.793,1549.926188
37:49.798,1549.926188
37:49.802,1549.926989
37:49.813,1549.927791
37:49.826,1549.927791
37:49.826,1549.926989
37:49.826,1549.926989
37:49.827,1549.926188
37:49.833,1549.926989
37:49.837,1549.926989
37:49.842,1549.925387
37:49.847,1549.926188
37:49.858,1549.927791
37:49.870,1549.927791
37:49.871,1549.927791
37:49.871,1549.926188
37:49.872,1549.925387
37:49.878,1549.926188
37:49.882,1549.926989
37:49.887,1549.926989
37:49.892,1549.926989
37:49.903,1549.927791
37:49.915,1549.926989
37:49.916,1549.926188
37:49.916,1549.926188
37:49.917,1549.925387
37:49.923,1549.926188
